age_group,gender,category,budget_band,price_band,buy_freq,buy_factor,channel_main,review_consider,eco_interest,eco_paymore,brand_preference,style_pref
25-34,m,jaket,100-300k,murah,Jarang,Trend,Offline,Sering,Tertarik,Tidak,hitam,klasik
25-34,m,jas,<100k,murah,Jarang,Merek,Offline,Sering,Tertarik,Ya,hitam,formal
25-34,f,kaos,<100k,murah,Jarang,Kualitas,Marketplace,Selalu,Tertarik,Tidak,pastel,klasik
25-34,m,jas,<100k,murah,Setiap minggu,Trend,Web brand,Tak pernah,Agak tertarik,Tidak,earth,kasual
25-34,m,jas,300-600k,sedang,Setiap minggu,Harga,Web brand,Kadang,Tidak tertarik,Ya,hijau,kasual
25-34,f,kemeja-casual,300-600k,sedang,Setiap minggu,Trend,Offline,Tak pernah,Agak tertarik,Tidak,vibrant,formal
25-34,m,jaket,300-600k,sedang,Jarang,Merek,Web brand,Sering,Agak tertarik,Tidak,biru,klasik
25-34,f,sweater,<100k,murah,Setiap minggu,Kualitas,Sosmed,Selalu,Tertarik,Ya,pink,klasik
25-34,f,pakaian-wanita,300-600k,sedang,Jarang,Merek,Web brand,Selalu,Agak tertarik,Mungkin,biru,kasual
25-34,f,jas,100-300k,sedang,Setiap minggu,Trend,Marketplace,Selalu,Agak tertarik,Mungkin,kuning,kasual
25-34,f,pakaian-pria,<100k,murah,Jarang,Harga,Web brand,Tak pernah,Tidak tertarik,Mungkin,hitam,formal
25-34,f,pakaian-pria,100-300k,murah,Setiap minggu,Trend,Offline,Sering,Tidak tertarik,Ya,earth,klasik
25-34,f,jaket,300-600k,sedang,Jarang,Merek,Offline,Kadang,Tertarik,Tidak,vibrant,kasual
25-34,m,kaos,100-300k,sedang,Beberapa bulan,Merek,Sosmed,Tak pernah,Tidak tertarik,Tidak,netral,formal
25-34,f,jaket,100-300k,murah,Setiap bulan,Harga,Sosmed,Kadang,Agak tertarik,Mungkin,pastel,klasik
25-34,f,jas,<100k,murah,Setiap bulan,Trend,Web brand,Selalu,Tertarik,Tidak,earth,formal
25-34,f,kaos,100-300k,murah,Setiap minggu,Harga,Marketplace,Kadang,Tidak tertarik,Mungkin,hijau,kasual
25-34,f,kaos,300-600k,sedang,Setiap bulan,Kualitas,Sosmed,Kadang,Tidak tertarik,Tidak,netral,formal
25-34,m,pakaian-pria,100-300k,sedang,Jarang,Trend,Marketplace,Kadang,Agak tertarik,Ya,merah,formal
25-34,m,pakaian-wanita,300-600k,sedang,Jarang,Harga,Marketplace,Selalu,Tertarik,Tidak,kuning,formal
25-34,f,jaket,300-600k,sedang,Setiap minggu,Kualitas,Offline,Kadang,Agak tertarik,Ya,netral,klasik
25-34,f,jaket,100-300k,murah,Setiap minggu,Harga,Sosmed,Selalu,Tidak tertarik,Tidak,coklat,klasik
25-34,m,kaos,<100k,murah,Setiap bulan,Kualitas,Sosmed,Tak pernah,Tidak tertarik,Ya,hitam,klasik
25-34,f,pakaian-pria,300-600k,sedang,Jarang,Trend,Sosmed,Selalu,Agak tertarik,Ya,pink,kasual
25-34,f,kaos,300-600k,sedang,Beberapa bulan,Merek,Sosmed,Kadang,Tidak tertarik,Ya,pastel,kasual
25-34,f,celana,100-300k,sedang,Setiap bulan,Trend,Offline,Selalu,Agak tertarik,Tidak,coklat,formal
25-34,f,kaos,100-300k,murah,Beberapa bulan,Trend,Web brand,Sering,Agak tertarik,Ya,merah,klasik
25-34,f,jas,100-300k,sedang,Beberapa bulan,Kualitas,Web brand,Sering,Tidak tertarik,Tidak,merah,formal
25-34,m,kaos-polo,<100k,murah,Setiap bulan,Harga,Offline,Tak pernah,Tidak tertarik,Ya,coklat,klasik
25-34,f,sweater,300-600k,sedang,Setiap bulan,Harga,Sosmed,Kadang,Agak tertarik,Mungkin,putih,kasual
25-34,f,kaos,100-300k,murah,Setiap minggu,Trend,Sosmed,Tak pernah,Tidak tertarik,Mungkin,hitam,klasik
25-34,m,sweater,300-600k,sedang,Jarang,Trend,Offline,Sering,Agak tertarik,Mungkin,vibrant,kasual
25-34,f,pakaian-wanita,100-300k,murah,Beberapa bulan,Kualitas,Web brand,Kadang,Tertarik,Ya,netral,klasik
25-34,m,sweater,<100k,murah,Setiap minggu,Merek,Web brand,Sering,Agak tertarik,Mungkin,coklat,formal
25-34,m,aksesori,<100k,murah,Jarang,Kualitas,Offline,Tak pernah,Tidak tertarik,Mungkin,hijau,klasik
25-34,f,jas,100-300k,sedang,Setiap minggu,Merek,Sosmed,Kadang,Agak tertarik,Tidak,netral,kasual
25-34,f,celana,100-300k,sedang,Beberapa bulan,Trend,Web brand,Sering,Tidak tertarik,Mungkin,vibrant,formal
25-34,f,pakaian-wanita,100-300k,murah,Beberapa bulan,Merek,Sosmed,Selalu,Tertarik,Tidak,netral,kasual
25-34,f,kaos,300-600k,sedang,Jarang,Harga,Marketplace,Kadang,Tidak tertarik,Mungkin,netral,klasik
25-34,f,kaos,300-600k,sedang,Beberapa bulan,Kualitas,Web brand,Kadang,Agak tertarik,Ya,pastel,kasual
25-34,f,pakaian-wanita,300-600k,sedang,Setiap bulan,Harga,Sosmed,Tak pernah,Tidak tertarik,Ya,vibrant,kasual
25-34,m,jaket,100-300k,murah,Jarang,Trend,Sosmed,Kadang,Agak tertarik,Tidak,netral,formal
25-34,m,sweater,100-300k,sedang,Setiap bulan,Harga,Marketplace,Selalu,Tidak tertarik,Ya,pastel,kasual
25-34,m,kaos,300-600k,sedang,Setiap bulan,Kualitas,Offline,Tak pernah,Tertarik,Tidak,vibrant,formal
25-34,m,jas,300-600k,sedang,Setiap bulan,Harga,Sosmed,Tak pernah,Tidak tertarik,Tidak,pastel,formal
25-34,f,jaket,300-600k,sedang,Jarang,Harga,Web brand,Sering,Tidak tertarik,Tidak,earth,klasik
25-34,m,kaos,<100k,murah,Jarang,Kualitas,Web brand,Selalu,Agak tertarik,Mungkin,earth,klasik
25-34,f,kaos-polo,300-600k,sedang,Setiap minggu,Merek,Sosmed,Kadang,Tidak tertarik,Ya,vibrant,klasik
25-34,f,dress,300-600k,sedang,Jarang,Kualitas,Web brand,Selalu,Tertarik,Mungkin,merah,kasual
25-34,f,kaos,300-600k,sedang,Jarang,Kualitas,Sosmed,Tak pernah,Tidak tertarik,Mungkin,putih,klasik
25-34,m,celana,100-300k,sedang,Setiap minggu,Merek,Offline,Tak pernah,Tertarik,Mungkin,kuning,formal
25-34,m,aksesori,<100k,murah,Jarang,Merek,Offline,Kadang,Tertarik,Tidak,hijau,kasual
25-34,f,pakaian-pria,<100k,murah,Setiap bulan,Harga,Web brand,Sering,Tidak tertarik,Mungkin,pastel,klasik
25-34,f,jas,100-300k,sedang,Setiap bulan,Trend,Sosmed,Selalu,Agak tertarik,Mungkin,vibrant,kasual
25-34,m,pakaian-pria,100-300k,sedang,Setiap minggu,Trend,Marketplace,Selalu,Tertarik,Tidak,vibrant,kasual
25-34,f,jaket,100-300k,murah,Setiap minggu,Merek,Offline,Tak pernah,Agak tertarik,Tidak,pastel,formal
25-34,f,pakaian-pria,300-600k,sedang,Beberapa bulan,Harga,Marketplace,Selalu,Tidak tertarik,Mungkin,vibrant,klasik
25-34,f,celana,100-300k,sedang,Jarang,Harga,Web brand,Sering,Tidak tertarik,Mungkin,coklat,formal
25-34,m,kaos,<100k,murah,Jarang,Trend,Offline,Sering,Tertarik,Tidak,hijau,formal
25-34,f,kaos-polo,<100k,murah,Setiap bulan,Kualitas,Web brand,Kadang,Tertarik,Tidak,putih,kasual
25-34,m,kaos,300-600k,sedang,Beberapa bulan,Harga,Web brand,Tak pernah,Agak tertarik,Tidak,pastel,formal
25-34,m,pakaian-wanita,300-600k,sedang,Beberapa bulan,Kualitas,Sosmed,Sering,Agak tertarik,Tidak,pastel,formal
25-34,m,sweater,<100k,murah,Setiap bulan,Harga,Web brand,Kadang,Tidak tertarik,Ya,earth,klasik
25-34,f,kaos-polo,300-600k,sedang,Setiap bulan,Kualitas,Web brand,Sering,Tidak tertarik,Ya,netral,formal
25-34,f,kaos-kaki,100-300k,sedang,Jarang,Merek,Marketplace,Tak pernah,Tertarik,Tidak,hitam,kasual
25-34,f,jaket,300-600k,sedang,Beberapa bulan,Trend,Marketplace,Sering,Tidak tertarik,Ya,vibrant,kasual
25-34,f,pakaian-pria,300-600k,sedang,Jarang,Merek,Sosmed,Tak pernah,Tertarik,Ya,biru,formal
25-34,m,aksesori,<100k,murah,Jarang,Trend,Web brand,Sering,Tertarik,Tidak,merah,klasik
25-34,f,jas,100-300k,sedang,Setiap bulan,Harga,Marketplace,Sering,Tertarik,Ya,vibrant,klasik
25-34,m,pakaian-wanita,300-600k,sedang,Jarang,Merek,Offline,Kadang,Tertarik,Tidak,hijau,klasik
25-34,m,sweater,300-600k,sedang,Jarang,Trend,Offline,Selalu,Tidak tertarik,Mungkin,netral,klasik
25-34,m,jaket,300-600k,sedang,Setiap bulan,Harga,Sosmed,Sering,Tertarik,Tidak,netral,klasik
25-34,m,pakaian-wanita,300-600k,sedang,Setiap bulan,Kualitas,Web brand,Kadang,Tertarik,Ya,putih,kasual
25-34,f,kaos,100-300k,murah,Jarang,Trend,Offline,Kadang,Agak tertarik,Tidak,coklat,kasual
25-34,m,celana,100-300k,sedang,Beberapa bulan,Kualitas,Offline,Tak pernah,Tidak tertarik,Mungkin,biru,klasik
25-34,m,jaket,300-600k,sedang,Jarang,Merek,Sosmed,Selalu,Agak tertarik,Tidak,hitam,klasik
25-34,f,celana,100-300k,sedang,Setiap minggu,Trend,Marketplace,Sering,Agak tertarik,Mungkin,putih,klasik
25-34,m,kaos-polo,300-600k,sedang,Jarang,Trend,Web brand,Sering,Tertarik,Tidak,merah,klasik
25-34,m,kaos,300-600k,sedang,Jarang,Trend,Marketplace,Sering,Agak tertarik,Tidak,putih,klasik
25-34,f,kaos,100-300k,murah,Setiap minggu,Harga,Web brand,Tak pernah,Agak tertarik,Ya,hitam,klasik
25-34,f,kaos-polo,300-600k,sedang,Jarang,Merek,Offline,Tak pernah,Tertarik,Ya,netral,kasual
25-34,m,pakaian-wanita,300-600k,sedang,Jarang,Trend,Web brand,Sering,Tertarik,Tidak,kuning,kasual
25-34,m,celana,300-600k,sedang,Setiap minggu,Kualitas,Sosmed,Selalu,Tertarik,Mungkin,putih,klasik
25-34,m,jas,300-600k,sedang,Beberapa bulan,Merek,Offline,Selalu,Tertarik,Tidak,netral,formal
25-34,m,kaos-polo,300-600k,sedang,Setiap bulan,Trend,Web brand,Sering,Agak tertarik,Ya,hitam,kasual
25-34,f,pakaian-wanita,100-300k,sedang,Jarang,Trend,Marketplace,Sering,Tertarik,Ya,vibrant,formal
25-34,f,pakaian-pria,<100k,murah,Beberapa bulan,Merek,Marketplace,Selalu,Tidak tertarik,Tidak,earth,formal
25-34,f,sweater,100-300k,murah,Setiap bulan,Merek,Web brand,Sering,Agak tertarik,Ya,abu,formal
25-34,f,kaos-polo,300-600k,sedang,Setiap bulan,Kualitas,Web brand,Kadang,Tertarik,Tidak,putih,formal
25-34,m,jas,100-300k,sedang,Beberapa bulan,Trend,Sosmed,Sering,Agak tertarik,Tidak,vibrant,klasik
25-34,m,kaos,300-600k,sedang,Setiap bulan,Kualitas,Marketplace,Kadang,Tertarik,Mungkin,netral,kasual
25-34,m,jas,300-600k,sedang,Setiap minggu,Harga,Web brand,Kadang,Tidak tertarik,Ya,putih,kasual
25-34,m,pakaian-pria,100-300k,murah,Setiap minggu,Merek,Marketplace,Sering,Tertarik,Mungkin,kuning,formal
25-34,f,kaos,300-600k,sedang,Setiap bulan,Merek,Web brand,Selalu,Tidak tertarik,Tidak,pink,kasual
25-34,f,celana,100-300k,sedang,Setiap minggu,Trend,Offline,Kadang,Tertarik,Ya,biru,formal
25-34,f,kaos,<100k,murah,Jarang,Trend,Sosmed,Kadang,Tidak tertarik,Ya,putih,klasik
25-34,f,jas,100-300k,sedang,Setiap minggu,Kualitas,Offline,Kadang,Agak tertarik,Ya,biru,formal
25-34,f,kaos,100-300k,murah,Beberapa bulan,Harga,Sosmed,Kadang,Tertarik,Tidak,hijau,klasik
25-34,m,sweater,300-600k,sedang,Setiap bulan,Harga,Sosmed,Kadang,Tertarik,Ya,pink,formal
25-34,f,jas,100-300k,sedang,Jarang,Merek,Marketplace,Tak pernah,Tertarik,Ya,putih,klasik
25-34,m,aksesori,<100k,murah,Setiap minggu,Trend,Web brand,Kadang,Tertarik,Mungkin,earth,klasik
25-34,m,pakaian-wanita,<100k,murah,Setiap minggu,Harga,Marketplace,Kadang,Tidak tertarik,Mungkin,pastel,klasik
25-34,m,pakaian-wanita,300-600k,sedang,Jarang,Kualitas,Web brand,Kadang,Tidak tertarik,Ya,pastel,formal
25-34,f,jaket,100-300k,murah,Setiap bulan,Trend,Sosmed,Selalu,Agak tertarik,Mungkin,vibrant,kasual
25-34,f,pakaian-wanita,300-600k,sedang,Setiap minggu,Trend,Web brand,Kadang,Agak tertarik,Tidak,hijau,kasual
25-34,m,jas,300-600k,sedang,Beberapa bulan,Harga,Marketplace,Selalu,Agak tertarik,Ya,kuning,klasik
25-34,f,kaos,300-600k,sedang,Jarang,Merek,Web brand,Sering,Tidak tertarik,Mungkin,netral,kasual
25-34,m,kaos,100-300k,murah,Setiap bulan,Trend,Marketplace,Selalu,Tidak tertarik,Mungkin,netral,klasik
25-34,m,pakaian-pria,100-300k,murah,Jarang,Kualitas,Offline,Sering,Agak tertarik,Mungkin,vibrant,formal
25-34,f,jas,300-600k,sedang,Jarang,Trend,Marketplace,Sering,Agak tertarik,Tidak,hijau,kasual
25-34,m,jas,<100k,murah,Setiap minggu,Kualitas,Marketplace,Selalu,Agak tertarik,Tidak,pastel,kasual
25-34,m,jaket,300-600k,sedang,Setiap minggu,Trend,Offline,Sering,Tertarik,Ya,earth,formal
25-34,f,jaket,100-300k,murah,Beberapa bulan,Harga,Web brand,Tak pernah,Agak tertarik,Ya,abu,kasual
25-34,m,kaos,100-300k,murah,Beberapa bulan,Harga,Offline,Kadang,Tidak tertarik,Mungkin,abu,kasual
25-34,m,pakaian-wanita,300-600k,sedang,Setiap minggu,Merek,Marketplace,Sering,Tidak tertarik,Mungkin,pastel,kasual
25-34,f,pakaian-wanita,300-600k,sedang,Beberapa bulan,Kualitas,Web brand,Kadang,Tidak tertarik,Tidak,putih,kasual
25-34,f,pakaian-pria,300-600k,sedang,Beberapa bulan,Harga,Web brand,Kadang,Tertarik,Ya,netral,formal
25-34,f,pakaian-pria,<100k,murah,Setiap bulan,Kualitas,Web brand,Tak pernah,Agak tertarik,Ya,kuning,kasual
25-34,m,pakaian-wanita,300-600k,sedang,Setiap minggu,Trend,Sosmed,Tak pernah,Tidak tertarik,Tidak,hijau,klasik
25-34,m,kaos,<100k,murah,Setiap minggu,Trend,Marketplace,Selalu,Tertarik,Tidak,biru,klasik
25-34,m,kaos,100-300k,murah,Setiap minggu,Kualitas,Offline,Kadang,Tidak tertarik,Mungkin,coklat,klasik
25-34,m,kaos,300-600k,sedang,Beberapa bulan,Trend,Offline,Kadang,Tertarik,Tidak,netral,klasik
25-34,f,pakaian-wanita,100-300k,sedang,Jarang,Merek,Web brand,Tak pernah,Agak tertarik,Ya,putih,formal
25-34,f,kaos,<100k,murah,Setiap minggu,Harga,Marketplace,Sering,Tidak tertarik,Mungkin,pink,klasik
25-34,f,celana,100-300k,sedang,Setiap minggu,Harga,Sosmed,Tak pernah,Agak tertarik,Mungkin,netral,klasik
25-34,m,sweater,<100k,murah,Jarang,Trend,Web brand,Sering,Tertarik,Tidak,merah,klasik
25-34,m,jaket,300-600k,sedang,Jarang,Trend,Offline,Kadang,Agak tertarik,Mungkin,earth,klasik
25-34,f,kaos,100-300k,murah,Setiap minggu,Kualitas,Web brand,Kadang,Tidak tertarik,Mungkin,biru,formal
25-34,m,pakaian-pria,300-600k,sedang,Setiap bulan,Kualitas,Offline,Kadang,Agak tertarik,Mungkin,biru,klasik
25-34,f,jaket,300-600k,sedang,Setiap minggu,Kualitas,Web brand,Tak pernah,Tertarik,Mungkin,netral,klasik
25-34,f,kaos-polo,300-600k,sedang,Setiap bulan,Trend,Marketplace,Sering,Tidak tertarik,Ya,pastel,formal
25-34,m,pakaian-pria,100-300k,sedang,Jarang,Kualitas,Offline,Sering,Agak tertarik,Mungkin,vibrant,klasik
25-34,f,pakaian-pria,100-300k,murah,Jarang,Trend,Sosmed,Selalu,Agak tertarik,Ya,pink,kasual
25-34,m,pakaian-pria,<100k,murah,Jarang,Merek,Sosmed,Sering,Tidak tertarik,Ya,putih,klasik
25-34,f,pakaian-wanita,300-600k,sedang,Jarang,Trend,Sosmed,Tak pernah,Agak tertarik,Mungkin,putih,formal
25-34,m,pakaian-wanita,300-600k,sedang,Setiap minggu,Harga,Sosmed,Sering,Agak tertarik,Ya,netral,kasual
25-34,f,jas,100-300k,sedang,Setiap minggu,Merek,Sosmed,Kadang,Agak tertarik,Tidak,abu,kasual
25-34,m,celana,300-600k,sedang,Beberapa bulan,Harga,Marketplace,Tak pernah,Tidak tertarik,Ya,merah,kasual
25-34,f,pakaian-pria,<100k,murah,Jarang,Trend,Marketplace,Tak pernah,Tertarik,Ya,netral,formal
25-34,f,jas,<100k,murah,Beberapa bulan,Kualitas,Marketplace,Selalu,Agak tertarik,Tidak,biru,kasual
25-34,f,jaket,300-600k,sedang,Setiap bulan,Harga,Offline,Kadang,Tidak tertarik,Mungkin,netral,formal
25-34,f,sweater,<100k,murah,Jarang,Trend,Web brand,Kadang,Tidak tertarik,Ya,earth,kasual
25-34,f,pakaian-pria,<100k,murah,Jarang,Harga,Offline,Tak pernah,Tertarik,Ya,netral,kasual
25-34,m,sweater,<100k,murah,Beberapa bulan,Kualitas,Marketplace,Tak pernah,Tertarik,Tidak,pink,formal
25-34,f,pakaian-pria,100-300k,sedang,Beberapa bulan,Harga,Web brand,Tak pernah,Tidak tertarik,Mungkin,pastel,formal
25-34,f,kaos,300-600k,sedang,Beberapa bulan,Harga,Web brand,Tak pernah,Tidak tertarik,Mungkin,pastel,formal
25-34,f,kaos,300-600k,sedang,Jarang,Merek,Web brand,Tak pernah,Agak tertarik,Tidak,hitam,klasik
25-34,m,jas,100-300k,sedang,Beberapa bulan,Kualitas,Marketplace,Tak pernah,Tertarik,Mungkin,coklat,kasual
25-34,m,kaos-polo,300-600k,sedang,Jarang,Trend,Sosmed,Selalu,Tertarik,Ya,netral,formal
25-34,f,kaos,100-300k,murah,Setiap bulan,Harga,Offline,Kadang,Agak tertarik,Tidak,earth,formal
25-34,f,kaos,100-300k,murah,Jarang,Merek,Web brand,Tak pernah,Agak tertarik,Tidak,putih,kasual
25-34,m,jas,<100k,murah,Setiap bulan,Trend,Offline,Kadang,Tidak tertarik,Tidak,pink,formal
25-34,f,kaos,100-300k,murah,Jarang,Trend,Sosmed,Tak pernah,Tidak tertarik,Mungkin,earth,kasual
25-34,f,dress,300-600k,sedang,Jarang,Kualitas,Web brand,Sering,Tertarik,Tidak,putih,klasik
25-34,m,pakaian-pria,300-600k,sedang,Setiap minggu,Kualitas,Sosmed,Sering,Tidak tertarik,Ya,merah,kasual
25-34,m,celana,100-300k,sedang,Setiap bulan,Trend,Offline,Selalu,Tidak tertarik,Tidak,abu,klasik
25-34,f,pakaian-wanita,<100k,murah,Setiap minggu,Kualitas,Web brand,Selalu,Tertarik,Ya,biru,formal
25-34,f,sweater,100-300k,murah,Jarang,Kualitas,Offline,Tak pernah,Tidak tertarik,Mungkin,putih,klasik
25-34,m,sweater,100-300k,sedang,Setiap minggu,Trend,Web brand,Kadang,Tidak tertarik,Mungkin,coklat,klasik
25-34,f,jaket,100-300k,murah,Jarang,Kualitas,Sosmed,Sering,Agak tertarik,Tidak,pastel,formal
25-34,f,kaos,300-600k,sedang,Jarang,Kualitas,Offline,Selalu,Agak tertarik,Ya,biru,klasik
25-34,m,pakaian-pria,100-300k,murah,Beberapa bulan,Trend,Marketplace,Tak pernah,Tidak tertarik,Ya,vibrant,kasual
25-34,m,jas,100-300k,sedang,Jarang,Merek,Sosmed,Selalu,Tertarik,Ya,netral,klasik
25-34,m,kaos,300-600k,sedang,Beberapa bulan,Kualitas,Web brand,Selalu,Tertarik,Ya,abu,kasual
25-34,f,kaos,100-300k,murah,Setiap minggu,Trend,Sosmed,Kadang,Agak tertarik,Ya,coklat,kasual
25-34,f,kaos,<100k,murah,Beberapa bulan,Merek,Sosmed,Kadang,Agak tertarik,Mungkin,vibrant,kasual
25-34,m,pakaian-wanita,100-300k,murah,Jarang,Harga,Web brand,Sering,Tidak tertarik,Mungkin,putih,formal
25-34,m,kemeja-casual,300-600k,sedang,Setiap bulan,Trend,Web brand,Sering,Tertarik,Tidak,hitam,klasik
25-34,f,pakaian-pria,100-300k,murah,Setiap bulan,Kualitas,Marketplace,Tak pernah,Agak tertarik,Tidak,hijau,kasual
25-34,f,kaos,300-600k,sedang,Jarang,Harga,Web brand,Selalu,Tidak tertarik,Ya,hitam,formal
25-34,f,pakaian-wanita,300-600k,sedang,Beberapa bulan,Harga,Offline,Kadang,Tertarik,Tidak,pastel,klasik
25-34,m,pakaian-wanita,300-600k,sedang,Beberapa bulan,Merek,Offline,Tak pernah,Agak tertarik,Ya,hitam,klasik
25-34,f,kaos,<100k,murah,Setiap bulan,Merek,Sosmed,Selalu,Tertarik,Mungkin,pastel,klasik
25-34,m,sweater,100-300k,murah,Setiap minggu,Merek,Offline,Tak pernah,Agak tertarik,Mungkin,earth,kasual
25-34,m,kaos,300-600k,sedang,Beberapa bulan,Merek,Offline,Tak pernah,Tidak tertarik,Mungkin,pink,kasual
25-34,f,kaos-polo,300-600k,sedang,Beberapa bulan,Kualitas,Marketplace,Selalu,Agak tertarik,Tidak,biru,kasual
25-34,m,pakaian-pria,300-600k,sedang,Jarang,Trend,Marketplace,Selalu,Agak tertarik,Ya,putih,formal
25-34,f,sweater,100-300k,sedang,Beberapa bulan,Harga,Sosmed,Tak pernah,Tidak tertarik,Ya,hijau,kasual
25-34,m,jas,<100k,murah,Setiap bulan,Merek,Marketplace,Selalu,Agak tertarik,Tidak,abu,klasik
25-34,f,jaket,300-600k,sedang,Beberapa bulan,Harga,Offline,Selalu,Tidak tertarik,Mungkin,coklat,formal
25-34,f,jaket,300-600k,sedang,Setiap bulan,Harga,Marketplace,Sering,Tertarik,Tidak,putih,kasual
25-34,m,kaos,300-600k,sedang,Jarang,Harga,Web brand,Tak pernah,Tidak tertarik,Ya,earth,klasik
25-34,m,pakaian-wanita,300-600k,sedang,Beberapa bulan,Kualitas,Marketplace,Kadang,Tertarik,Ya,coklat,kasual
25-34,m,kaos,100-300k,murah,Setiap minggu,Harga,Sosmed,Sering,Tertarik,Ya,vibrant,kasual
25-34,f,kaos,<100k,murah,Beberapa bulan,Kualitas,Web brand,Sering,Tidak tertarik,Tidak,putih,kasual
25-34,f,pakaian-pria,100-300k,sedang,Jarang,Harga,Web brand,Kadang,Tidak tertarik,Mungkin,biru,klasik
25-34,m,jaket,300-600k,sedang,Setiap bulan,Merek,Sosmed,Kadang,Agak tertarik,Ya,earth,klasik
25-34,m,pakaian-wanita,300-600k,sedang,Jarang,Trend,Sosmed,Selalu,Agak tertarik,Mungkin,netral,formal
25-34,m,jas,<100k,murah,Setiap bulan,Merek,Sosmed,Tak pernah,Tertarik,Tidak,kuning,formal
25-34,m,pakaian-pria,<100k,murah,Beberapa bulan,Harga,Offline,Sering,Tertarik,Ya,pastel,formal
25-34,m,kaos,<100k,murah,Beberapa bulan,Merek,Sosmed,Tak pernah,Tertarik,Ya,coklat,klasik
25-34,f,jaket,100-300k,sedang,Beberapa bulan,Kualitas,Offline,Selalu,Tertarik,Tidak,hitam,kasual
25-34,m,jas,300-600k,sedang,Beberapa bulan,Harga,Offline,Selalu,Tertarik,Tidak,merah,kasual
25-34,f,celana,100-300k,sedang,Setiap minggu,Kualitas,Sosmed,Tak pernah,Tidak tertarik,Ya,coklat,formal
25-34,m,jas,100-300k,sedang,Beberapa bulan,Trend,Web brand,Tak pernah,Tidak tertarik,Mungkin,netral,klasik
25-34,m,kaos,<100k,murah,Setiap minggu,Harga,Offline,Sering,Tidak tertarik,Mungkin,abu,kasual
25-34,f,kaos,<100k,murah,Jarang,Harga,Offline,Kadang,Agak tertarik,Ya,merah,klasik
25-34,m,pakaian-wanita,300-600k,sedang,Setiap minggu,Merek,Marketplace,Kadang,Agak tertarik,Ya,vibrant,klasik
25-34,m,pakaian-pria,<100k,murah,Setiap bulan,Kualitas,Offline,Kadang,Agak tertarik,Mungkin,biru,klasik
25-34,m,kaos,300-600k,sedang,Setiap minggu,Merek,Marketplace,Sering,Agak tertarik,Mungkin,hitam,klasik
25-34,m,pakaian-pria,<100k,murah,Setiap bulan,Kualitas,Offline,Sering,Tertarik,Mungkin,vibrant,klasik
25-34,m,jas,100-300k,sedang,Setiap minggu,Trend,Sosmed,Selalu,Tidak tertarik,Tidak,abu,klasik
25-34,m,pakaian-pria,300-600k,sedang,Setiap minggu,Kualitas,Offline,Sering,Tertarik,Mungkin,merah,formal
25-34,m,jas,100-300k,sedang,Setiap minggu,Trend,Offline,Sering,Agak tertarik,Tidak,biru,formal
25-34,m,jaket,300-600k,sedang,Beberapa bulan,Harga,Offline,Kadang,Tidak tertarik,Mungkin,abu,kasual
25-34,f,jaket,100-300k,murah,Jarang,Harga,Sosmed,Sering,Tertarik,Tidak,abu,formal
25-34,f,sweater,100-300k,murah,Beberapa bulan,Harga,Offline,Selalu,Tertarik,Ya,pastel,formal
25-34,m,jaket,300-600k,sedang,Setiap minggu,Merek,Offline,Kadang,Agak tertarik,Tidak,pastel,kasual
25-34,m,celana,100-300k,sedang,Setiap bulan,Merek,Web brand,Sering,Agak tertarik,Ya,pastel,kasual
25-34,f,aksesori,<100k,murah,Beberapa bulan,Harga,Web brand,Tak pernah,Tidak tertarik,Mungkin,pastel,formal
25-34,m,kemeja-casual,300-600k,sedang,Setiap bulan,Harga,Offline,Sering,Tertarik,Ya,hitam,kasual
25-34,m,kaos-polo,300-600k,sedang,Jarang,Trend,Web brand,Sering,Tertarik,Tidak,kuning,kasual
25-34,m,pakaian-wanita,300-600k,sedang,Setiap bulan,Trend,Web brand,Tak pernah,Tertarik,Mungkin,hijau,klasik
25-34,m,sweater,<100k,murah,Setiap bulan,Merek,Sosmed,Kadang,Tidak tertarik,Tidak,abu,kasual
25-34,f,jas,<100k,murah,Beberapa bulan,Merek,Marketplace,Kadang,Tidak tertarik,Tidak,earth,formal
25-34,f,pakaian-wanita,<100k,murah,Beberapa bulan,Harga,Marketplace,Tak pernah,Tertarik,Mungkin,earth,kasual
25-34,m,kaos-polo,100-300k,sedang,Beberapa bulan,Harga,Marketplace,Kadang,Agak tertarik,Tidak,putih,formal
25-34,m,kaos,300-600k,sedang,Jarang,Merek,Offline,Sering,Tidak tertarik,Mungkin,earth,formal
25-34,m,jas,100-300k,sedang,Jarang,Merek,Sosmed,Selalu,Tertarik,Ya,pastel,klasik
25-34,f,pakaian-wanita,300-600k,sedang,Setiap minggu,Harga,Offline,Sering,Tidak tertarik,Ya,abu,klasik
25-34,m,kaos-kaki,100-300k,sedang,Setiap minggu,Merek,Sosmed,Kadang,Tertarik,Ya,putih,formal
25-34,f,kaos,100-300k,murah,Setiap bulan,Kualitas,Web brand,Kadang,Tertarik,Tidak,putih,formal
25-34,m,celana,100-300k,sedang,Setiap minggu,Trend,Offline,Sering,Agak tertarik,Tidak,biru,klasik
25-34,m,pakaian-pria,<100k,murah,Jarang,Harga,Marketplace,Kadang,Tertarik,Tidak,pastel,formal
25-34,f,sweater,100-300k,murah,Beberapa bulan,Harga,Sosmed,Selalu,Agak tertarik,Ya,biru,klasik
